index,NumPixels,ms
0,323,71.885315
1,257,28.910385
2,164,25.939851
3,249,21.793667
4,154,18.440277
5,351,31.243434
6,239,21.476071
7,139,27.533887
8,329,19.369679
9,433,31.089256
10,571,51.993211
11,533,34.948471
12,228,31.67848
13,214,18.722914
14,216,21.524649
15,499,50.696132
16,388,26.17501
17,560,43.089709
18,700,47.753109
19,328,22.65287
20,932,52.271319
21,195,20.337391
22,388,21.292882
23,606,28.370519
24,114,6.878249
25,738,40.018807
26,563,26.726364
27,387,20.934785
28,342,20.578657
29,513,19.186981
30,1000,28.684868
31,442,14.563981
32,230,8.215118
33,440,16.627543
34,386,13.364092
35,706,20.989815
36,133,5.972727
37,343,9.866493
38,443,14.079296
39,900,24.632712
40,362,16.114398
41,302,9.925751
42,340,12.932706
43,883,20.111642
44,389,10.405458
45,344,8.01976
46,343,8.812112
47,583,15.302234
48,769,19.051152
49,419,13.256092
50,429,11.157971
51,1185,17.960242
52,229,7.76798
53,726,14.74652
54,291,7.541084
55,343,5.892097
56,305,8.652094
57,849,14.155455
58,823,16.050548
59,414,15.514823
60,373,7.638443
61,319,7.359295
62,919,18.400107
63,551,8.425506
64,1214,20.919375
65,281,7.754772
66,324,7.790631
67,807,15.095897
68,417,5.707569
69,637,4.839527
70,457,5.61928
71,138,2.686636
72,391,3.762387
73,316,5.502922
74,247,3.583628
75,1024,6.537861
76,302,6.570323
77,399,3.538969
78,356,3.552729
79,406,3.086033
80,461,4.884976
81,893,7.345744
82,117,5.628131
83,569,4.369541
84,498,5.130835
85,331,4.746047
86,303,2.451398
87,1263,5.259824
88,270,3.177002
89,264,3.879366
90,717,4.128544
91,366,3.30028
92,710,5.900629
93,148,2.476279
94,1034,4.343712
95,723,3.442159
96,249,2.526707
97,1266,5.225324
98,892,4.645549
99,273,3.092592
100,417,3.096224
101,332,2.963564
102,277,4.176043
103,367,3.113524
104,478,3.694937
105,405,3.329891
106,671,3.198622
107,268,2.19049
108,313,4.632209
109,558,4.393901
110,696,6.565112
111,375,3.33418
112,925,6.414624
113,309,3.533119
114,582,4.716489
115,220,10.688466
116,475,5.334464
117,803,6.402204
118,1114,6.502801
119,939,6.553122
120,354,2.719506
121,891,5.944518
122,646,7.97799
123,251,4.616309
124,287,26.609674
125,260,2.496678
126,406,6.541382
127,428,4.064844
128,471,2.982653
129,366,2.21134
130,605,3.256031
131,654,4.136413
132,495,4.152833
133,500,3.377351
134,909,3.575079
135,761,4.046934
136,331,2.21132
137,451,2.887795
138,1285,3.589149
139,328,2.32751
140,841,3.106442
141,750,3.024243
142,342,2.341299
143,284,2.083531
144,449,3.41028
145,299,2.153722
146,489,3.199752
147,674,3.651259
148,331,3.040363
149,325,2.559897
150,152,3.041463
151,412,4.906356
152,719,4.202733
153,664,3.44564
154,293,2.558027
155,165,3.791606
156,577,2.941534
157,413,2.30247
158,833,3.731018
159,784,3.164672
160,329,2.039641
161,241,2.470888
162,288,2.38867
163,860,3.690496
164,177,2.971654
165,322,3.024293
166,256,2.857555
167,757,4.206283
168,332,3.097842
169,648,3.046374
170,797,3.735488
171,537,2.716675
172,224,2.456168
173,956,4.335683
174,631,3.794917
175,1324,4.127453
176,686,3.144412
177,657,3.868126
178,1056,3.978125
179,267,2.060381
180,906,3.175382
181,371,2.241981
182,1004,4.117193
183,652,2.284389
184,1025,2.747135
185,852,2.985863
186,116,2.579428
187,543,3.288141
188,660,2.814595
189,420,4.54074
190,685,5.789908
191,387,3.560168
192,787,2.990004
193,568,2.035751
194,373,2.705316
195,375,1.947314
196,674,2.455599
197,350,1.582706
198,978,2.31007
199,354,2.668447
200,838,2.967923
201,747,2.15954
202,291,2.500498
203,932,2.021252
204,649,4.272142
205,957,3.362021
206,1563,4.418561
207,732,4.52482
208,411,3.166973
209,404,2.151892
210,389,2.028802
211,439,1.880863
212,390,2.049682
213,285,2.550916
214,798,2.940174
215,393,1.941863
216,242,1.590896
217,629,2.052921
218,409,1.656635
219,425,1.779606
220,934,3.910026
221,759,3.113512
222,896,2.28238
223,610,1.798924
224,735,2.27461
225,896,2.911825
226,941,2.105401
227,489,2.186862
228,578,8.941462
229,530,2.077413
230,1194,3.194152
231,420,2.079671
232,350,1.848565
233,671,1.919983
234,268,1.527567
235,297,1.760034
236,390,3.567997
237,1094,2.942143
238,452,2.807785
239,544,1.811825
240,352,2.025112
241,704,1.962052
242,431,1.800344
243,1006,2.563928
244,852,2.17214
245,1315,3.046303
246,1212,2.811635
247,543,1.988183
248,424,2.27087
249,283,1.700155
250,984,2.551148
251,1293,4.115414
252,324,2.564647
253,724,2.840095
254,972,2.755575
255,587,7.663422
256,1030,4.455771
257,1150,3.327621
258,359,2.398978
259,897,2.761466
260,604,2.25970
261,641,2.205661
262,902,4.338152
263,841,2.553887
264,276,2.054342
265,557,2.29298
266,1051,2.504288
267,750,2.491108
268,651,2.129451
269,290,2.140001
270,832,2.415469
271,318,2.624436
272,719,4.672048
273,766,2.787916
274,771,2.204251
275,588,2.215591
276,340,2.253061
277,360,2.568127
278,1176,5.799608
279,449,4.407381
280,708,2.608887
281,1662,2.339759
282,353,1.421917
283,900,1.948173
284,347,2.195721
285,251,1.20207
286,474,3.661007
287,582,3.232042
288,1264,5.893228
289,340,2.341149
290,652,3.058974
291,520,2.909964
292,912,4.340802
293,324,2.528618
294,1028,5.290753
295,446,2.776205
296,502,3.286661
297,644,3.506369
298,544,3.41983
299,413,1.800694
300,310,2.561807
301,559,2.898935
302,332,2.394819
303,674,2.873824
304,451,1.926284
305,860,2.343709
306,632,2.612117
307,878,2.022093
308,288,1.703205
309,341,1.945122
310,561,1.989362
311,681,2.997885
312,166,1.986823
313,767,1.693875
314,587,2.22675
315,401,1.932832
316,52,1.283139
317,326,1.537067
318,213,1.658215
319,530,1.854524
320,1186,2.300669
321,595,1.826485
322,536,2.458599
323,470,1.748135
324,390,2.23622
325,713,2.697946
326,519,1.696504
327,465,2.14769
328,328,2.231371
329,893,2.983753
330,676,1.795725
331,515,2.548898
332,1299,2.587617
333,325,2.149941
334,761,2.969304
335,358,2.055313
336,318,2.31434
337,447,1.707884
338,594,2.246901
339,730,2.623087
340,366,1.816713
341,277,1.955174
342,381,2.436408
343,72,1.335979
344,605,1.557456
345,688,2.537408
346,227,2.152851
347,373,1.756534
348,749,2.993153
349,418,2.361819
350,340,2.30278
351,374,1.847424
352,115,1.407858
353,337,1.918914
354,286,2.24838
355,323,2.274121
356,861,2.171291
357,666,2.447428
358,264,2.096641
359,578,1.758814
360,1022,2.13538
361,665,1.979432
362,137,1.502256
363,638,1.686954
364,270,2.103892
365,403,1.638056
366,1140,3.638688
367,762,3.210343
368,604,2.045992
369,266,3.146672
370,983,4.092504
371,452,4.266942
372,275,1.899564
373,1387,2.31842
374,487,1.406758
375,585,1.506757
376,1398,3.43582
377,832,3.678597
378,390,4.52061
379,1028,11.352239
380,831,5.458792
381,585,3.219112
382,281,4.728038
383,380,3.822816
384,188,3.462689
385,412,2.929664
386,329,2.709746
387,807,3.53244
388,839,2.477527
389,221,1.097791
390,382,1.299009
391,886,1.770874
392,545,1.863094
393,514,1.780324
394,839,1.693316
395,1173,1.913123
396,444,1.466417
397,572,1.620196
398,593,1.416477
399,350,3.052442
400,342,1.657986
401,449,1.587155
402,484,1.502357
403,489,3.206852
404,542,4.47645
405,856,3.747037
406,664,3.48810
407,364,3.654487
408,554,3.180643
409,418,2.880485
410,714,1.680105
411,736,1.689645
412,455,1.387348
413,336,1.274649
414,687,1.482127
415,1193,1.893613
416,776,1.703165
417,1102,2.041432
418,211,1.23670
419,724,1.592356
420,637,1.562376
421,146,1.17452
422,464,1.370938
423,350,1.463457
424,574,1.455578
425,1098,1.896743
426,1140,2.065322
427,949,1.783244
428,377,1.453557
429,649,1.416497
430,440,1.230729
431,1117,3.640329
432,578,1.574306
433,1144,1.821964
434,495,1.485867
435,350,1.307619
436,457,1.699036
437,368,1.277769
438,634,1.434417
439,644,2.824845
