ObjectID,ObjectType,Classification,Centroid_X,Centroid_Y,firstorder_10Percentile,firstorder_90Percentile,firstorder_Energy,firstorder_Entropy,firstorder_InterquartileRange,firstorder_Kurtosis,firstorder_Maximum,firstorder_Mean,firstorder_MeanAbsoluteDeviation,firstorder_Median,firstorder_Minimum,firstorder_Range,firstorder_RobustMeanAbsoluteDeviation,firstorder_RootMeanSquared,firstorder_Skewness,firstorder_StandardDeviation,firstorder_TotalEnergy,firstorder_Uniformity,firstorder_Variance,glcm_Autocorrelation,glcm_ClusterProminence,glcm_ClusterShade,glcm_ClusterTendency,glcm_Contrast,glcm_Correlation,glcm_DifferenceAverage,glcm_DifferenceEntropy,glcm_DifferenceVariance,glcm_Id,glcm_Idm,glcm_Idmn,glcm_Idn,glcm_Imc1,glcm_Imc2,glcm_InverseVariance,glcm_JointAverage,glcm_JointEnergy,glcm_JointEntropy,glcm_MaximumProbability,glcm_SumAverage,glcm_SumEntropy,glcm_SumSquares,gldm_DependenceEntropy,gldm_DependenceNonUniformity,gldm_DependenceNonUniformityNormalized,gldm_DependencePercentage,gldm_DependenceVariance,gldm_GrayLevelNonUniformity,gldm_GrayLevelVariance,gldm_HighGrayLevelEmphasis,gldm_LargeDependenceEmphasis,gldm_LargeDependenceHighGrayLevelEmphasis,gldm_LargeDependenceLowGrayLevelEmphasis,gldm_LowGrayLevelEmphasis,gldm_SmallDependenceEmphasis,gldm_SmallDependenceHighGrayLevelEmphasis,gldm_SmallDependenceLowGrayLevelEmphasis,glrlm_GrayLevelNonUniformity,glrlm_GrayLevelNonUniformityNormalized,glrlm_GrayLevelVariance,glrlm_HighGrayLevelRunEmphasis,glrlm_LongRunEmphasis,glrlm_LongRunHighGrayLevelEmphasis,glrlm_LongRunLowGrayLevelEmphasis,glrlm_LowGrayLevelRunEmphasis,glrlm_RunEntropy,glrlm_RunLengthNonUniformity,glrlm_RunLengthNonUniformityNormalized,glrlm_RunPercentage,glrlm_RunVariance,glrlm_ShortRunEmphasis,glrlm_ShortRunHighGrayLevelEmphasis,glrlm_ShortRunLowGrayLevelEmphasis,glszm_GrayLevelNonUniformity,glszm_GrayLevelNonUniformityNormalized,glszm_GrayLevelVariance,glszm_HighGrayLevelZoneEmphasis,glszm_LargeAreaEmphasis,glszm_LargeAreaHighGrayLevelEmphasis,glszm_LargeAreaLowGrayLevelEmphasis,glszm_LowGrayLevelZoneEmphasis,glszm_SizeZoneNonUniformity,glszm_SizeZoneNonUniformityNormalized,glszm_SmallAreaEmphasis,glszm_SmallAreaHighGrayLevelEmphasis,glszm_SmallAreaLowGrayLevelEmphasis,glszm_ZoneEntropy,glszm_ZonePercentage,glszm_ZoneVariance,ngtdm_Busyness,ngtdm_Coarseness,ngtdm_Complexity,ngtdm_Contrast,ngtdm_Strength,shape2D_Elongation,shape2D_Flatness,shape2D_MajorAxisLength,shape2D_MeshSurfaceArea,shape2D_MinorAxisLength,shape2D_Perimeter,shape2D_PerimeterSurfaceRatio,shape2D_PixelSurface,shape2D_SphericalDisproportion,shape2D_Sphericity,shape_Compactness1,shape_Compactness2,shape_Elongation,shape_LeastAxisLength,shape_MajorAxisLength,shape_Maximum2DDiameterColumn,shape_Maximum2DDiameterRow,shape_Maximum2DDiameterSlice,shape_Maximum3DDiameter,shape_MeshVolume,shape_MinorAxisLength,shape_SphericalDisproportion,shape_Sphericity,shape_SurfaceArea,shape_SurfaceVolumeRatio,shape_VoxelVolume
"c2f8c141-358e-4ba2-981c-0a3d464b3827","Annotation","necrosis not in-situ",2758.440186,21474.925781,124.000000,183.000000,7313366.000000,2.037328,26.000000,3.741139,217.000000,152.865574,18.450503,153.000000,76.000000,141.000000,11.646969,154.849117,-0.169829,24.705577,7313366.000000,0.299565,610.365536,13.666667,42.234146,-1.521225,3.279812,0.790991,0.611383,0.605405,1.354973,0.424475,0.727102,0.715856,0.979459,0.916774,-0.178627,0.000000,0.453654,3.611712,0.120471,3.650847,0.227027,7.223423,2.805084,1.017701,4.617669,49.065574,0.160871,1.000000,3.056340,91.367213,1.070830,14.291803,23.439344,311.472131,2.903521,0.118177,0.094495,1.576776,0.009367,81.567657,0.269200,1.202649,15.184818,5.795380,78.871287,0.689212,0.110966,4.003893,96.333333,0.317932,0.993443,1.742400,0.551666,8.940160,0.053544,6.875000,0.214844,1.683594,18.187500,244.406250,3370.343750,23.051736,0.108142,3.500000,0.109375,0.251579,5.246539,0.018925,4.601410,0.104918,153.561523,1.795171,0.025564,6.445629,0.034163,0.329355,0.621456,0.621456,26.034253,318.000000,16.179138,75.407458,0.237130,318.000000,1.422956,0.702762,0.273987,26.672500,0.621456,16.179138,26.034253,28.000000,18.000000,33.286634,33.286634,318.000000,16.179138,1.422956,0.702762,75.407458,0.237130,318.000000
"49780a68-6111-4ea0-97d4-a4e2d50c8cfe","Annotation","necrosis not in-situ",3287.117188,20960.228516,111.000000,202.000000,506552437.000000,2.564735,44.000000,3.460461,247.000000,156.811702,27.760458,158.000000,21.000000,226.000000,18.560809,160.885458,-0.464028,35.975282,506552437.000000,0.202578,1294.220905,47.774136,210.289276,-10.684611,7.660437,0.955176,0.778269,0.654884,1.453415,0.526303,0.715570,0.701883,0.990823,0.942632,-0.266452,0.000000,0.453666,6.789538,0.068392,4.445343,0.148739,13.579075,3.459795,2.153903,5.504873,2745.754522,0.140304,1.000000,3.756192,3964.452734,2.155322,48.282115,25.899540,1243.580838,0.694105,0.027174,0.104199,5.040479,0.002942,3785.199544,0.196084,2.233615,48.498135,6.666390,319.533257,0.178601,0.027279,4.608458,6656.569208,0.344828,0.986408,2.555395,0.598011,29.045723,0.016265,324.314314,0.162319,2.948726,48.785285,3501.052052,168496.876376,75.472180,0.029902,338.565566,0.169452,0.407505,19.672241,0.012175,6.245330,0.102095,3405.114047,20.550071,0.000627,19.958600,0.021332,0.027704,0.945060,0.945060,167.361224,19612.000000,158.166375,538.095725,0.027437,19612.000000,1.174863,0.851163,0.886457,279.201352,0.945060,158.166375,167.361224,154.000000,172.000000,230.867928,230.867928,19612.000000,158.166375,1.174863,0.851163,538.095725,0.027437,19612.000000
"b7da66b3-5fb7-42d9-9f6a-b245ecae66fe","Annotation","invasive tumor",5143.530273,26988.935547,101.000000,204.000000,850906372.000000,2.599154,44.000000,2.905009,252.000000,154.185086,28.766013,155.000000,36.000000,216.000000,19.396838,158.588114,-0.241707,37.109961,850906372.000000,0.195355,1377.149203,34.157290,213.480391,-6.975736,8.468852,0.574006,0.873048,0.464681,1.200665,0.358078,0.784021,0.778460,0.994406,0.958557,-0.404267,0.000000,0.385656,5.673057,0.083772,4.140563,0.184372,11.346115,3.487042,2.260714,5.583268,4422.674755,0.130721,1.000000,4.330273,6609.461502,2.275965,34.583897,35.899240,1215.202702,1.620408,0.043548,0.070604,2.562370,0.003066,4892.302760,0.191270,2.249762,35.345766,13.229025,455.668152,0.584770,0.042128,5.100956,6582.366330,0.257345,0.756007,6.230479,0.501946,18.062493,0.020733,320.584025,0.166278,2.876026,38.016079,10733.535788,372922.495332,345.068023,0.044786,342.997925,0.177903,0.418085,15.984731,0.019421,6.220762,0.056986,10425.595184,35.574174,0.000442,14.868520,0.018048,0.017494,0.580255,0.580255,296.170639,33830.000000,171.854353,815.076708,0.024093,33830.000000,1.562734,0.639904,0.820218,239.034683,0.580255,171.854353,296.170639,300.000000,186.000000,352.981586,352.981586,33830.000000,171.854353,1.562734,0.639904,815.076708,0.024093,33830.000000
"e79fbe4c-85fe-4f94-a685-a207d4106fd5","Annotation","invasive tumor",2595.631592,21113.925781,90.000000,185.000000,1657974356.000000,2.555424,49.000000,2.664826,245.000000,142.518052,28.875036,147.000000,27.000000,218.000000,20.509988,146.948396,-0.342400,35.811117,1657974356.000000,0.197309,1282.436129,29.017615,170.176715,-8.517198,7.946791,0.609596,0.857511,0.490249,1.231910,0.369252,0.773167,0.766729,0.992701,0.952030,-0.375629,0.000000,0.400357,5.213762,0.080670,4.151671,0.174813,10.427524,3.453923,2.139097,5.527869,10177.671190,0.132556,1.000000,4.175284,15149.370070,2.138565,29.402930,33.851810,948.440440,1.943935,0.054096,0.072600,2.298083,0.003847,11820.246540,0.193350,2.151127,30.630304,11.193542,312.745935,0.640762,0.051345,4.986173,16278.930971,0.266283,0.796223,4.884105,0.511068,16.087578,0.025265,763.678378,0.165621,2.885848,33.371286,9024.928649,298651.010410,311.545941,0.055531,682.543700,0.148025,0.379048,12.926566,0.021798,6.679269,0.060055,8747.656677,101.941597,0.000194,11.851287,0.021455,0.005747,0.530688,0.530688,626.372570,76836.000000,332.408694,2572.678953,0.033483,76836.000000,6.854828,0.145883,0.332209,39.212550,0.530688,332.408694,626.372570,440.000000,524.000000,684.233878,684.233878,76836.000000,332.408694,6.854828,0.145883,2572.678953,0.033483,76836.000000
"a89c37ba-3636-4521-b456-83840c562bfa","Annotation","invasive tumor",5488.911621,26334.082031,93.000000,221.000000,1222016940.000000,2.861704,71.000000,2.378940,249.000000,162.630365,38.345449,167.000000,20.000000,229.000000,28.993421,169.103206,-0.478579,46.338522,1222016940.000000,0.151217,2147.258652,52.654117,457.240267,-22.832439,13.670839,0.611514,0.914368,0.462990,1.236787,0.397154,0.790403,0.783140,0.994072,0.958992,-0.455931,0.000000,0.358482,7.027751,0.066277,4.420794,0.146728,14.055502,3.739154,3.570588,5.786465,5478.472270,0.128199,1.000000,5.076331,6462.118688,3.565028,53.000070,38.354331,2182.966935,1.062700,0.028272,0.071970,3.580793,0.002062,4923.080416,0.157852,3.039712,49.312684,19.083943,1229.421444,0.457890,0.028633,5.273926,8568.476658,0.274736,0.729817,11.574079,0.527064,25.578388,0.014840,402.280309,0.155321,3.148533,49.472587,15195.079537,1136974.831274,232.679879,0.029065,443.639382,0.171289,0.412449,20.423400,0.012131,6.380309,0.060607,14922.842278,31.253664,0.000468,14.629105,0.026960,0.019472,0.850693,0.850693,253.996307,42772.000000,216.072787,755.279893,0.017658,42772.000000,1.061320,0.942223,1.162580,480.228268,0.850693,216.072787,253.996307,222.000000,246.000000,331.360831,331.360831,42772.000000,216.072787,1.061320,0.942223,755.279893,0.017658,42772.000000
"80e6ae7f-ec6d-4e98-a15d-63a860baffad","Annotation","invasive tumor",4852.086426,27043.861328,82.000000,172.000000,55920167.000000,2.486504,52.000000,2.685212,235.000000,122.099510,28.979899,116.000000,48.000000,187.000000,21.515951,127.001049,0.581701,34.942471,55920167.000000,0.203317,1220.976253,20.694729,149.476382,10.976472,7.491710,0.464811,0.883162,0.405568,1.101118,0.300325,0.806507,0.803119,0.994394,0.959971,-0.434639,0.000000,0.359087,4.351782,0.102344,3.850445,0.212175,8.703563,3.328733,1.989130,5.343523,450.692530,0.129995,1.000000,4.545801,704.900779,2.068220,21.433804,38.549466,698.620998,3.118829,0.072006,0.068352,1.981789,0.004118,446.220897,0.183554,2.272332,25.305224,15.598519,271.610860,1.293599,0.061968,5.125503,580.725216,0.238883,0.701183,7.462766,0.479454,13.697166,0.026082,31.050505,0.156821,3.073283,32.550505,4828.732323,74592.217172,371.570507,0.055656,36.414141,0.183910,0.435169,15.538507,0.025503,5.617412,0.057110,4522.128686,5.761877,0.004796,10.808689,0.018416,0.147288,0.532291,0.532291,95.358527,3434.000000,50.758474,262.346996,0.076397,3434.000000,1.594931,0.626986,0.455944,73.862613,0.532291,50.758474,95.358527,68.000000,92.000000,114.402797,114.402797,3434.000000,50.758474,1.594931,0.626986,262.346996,0.076397,3434.000000
"c48932f7-e8b0-4ccf-88fd-6b318ec79a8a","Annotation","necrosis not in-situ",3080.232422,20621.283203,109.000000,172.000000,186751022.000000,2.050357,26.000000,5.122058,240.000000,145.364179,19.595492,151.000000,30.000000,210.000000,11.491126,147.903637,-1.197356,27.289945,186751022.000000,0.313287,744.741099,29.537082,106.803328,-12.176390,4.539389,0.552545,0.782972,0.456911,1.184848,0.343778,0.786342,0.781074,0.993366,0.955157,-0.292213,0.000000,0.383779,5.342319,0.152075,3.493561,0.304657,10.684638,2.861014,1.272984,4.971962,1079.707743,0.126474,1.000000,4.698843,2674.527234,1.276672,29.781539,36.279372,1102.430479,1.640952,0.048222,0.072976,2.163486,0.003842,1695.915239,0.259473,1.487502,29.331854,14.843329,466.745410,0.611107,0.050742,4.646524,1809.048960,0.276782,0.765609,8.019212,0.528017,15.485479,0.026809,106.659259,0.197517,2.315154,29.994444,18918.164815,652810.642593,562.029301,0.059505,84.159259,0.155850,0.383716,11.674086,0.021919,5.835507,0.063254,18668.232136,12.015351,0.001257,12.192311,0.012271,0.049104,0.822149,0.822149,115.386104,8522.000000,94.864524,336.521485,0.039489,8522.000000,1.057485,0.945640,0.778838,215.524697,0.822149,94.864524,115.386104,96.000000,116.000000,150.572242,150.572242,8522.000000,94.864524,1.057485,0.945640,336.521485,0.039489,8522.000000
"7b9422a8-f6e1-4a16-96a5-eef65840b393","Annotation","invasive tumor",5385.485840,26023.287109,108.000000,215.000000,1407096311.000000,2.685372,53.000000,3.138306,249.000000,164.721820,32.153621,169.000000,24.000000,225.000000,22.341115,169.694359,-0.654961,40.778639,1407096311.000000,0.180670,1662.897423,52.764768,333.269551,-22.745799,10.082766,0.759517,0.859897,0.552591,1.342406,0.454160,0.753816,0.744035,0.992663,0.951266,-0.358320,0.000000,0.410326,7.101687,0.068403,4.406687,0.138775,14.203374,3.582375,2.710571,5.675370,6283.062418,0.128583,1.000000,4.510056,8828.239194,2.717259,53.199820,31.885069,1729.037983,0.845046,0.026106,0.086893,4.573184,0.002256,7589.403250,0.181369,2.560232,52.557247,11.244211,650.310336,0.274694,0.025692,4.919076,12846.296834,0.306997,0.856356,5.789762,0.559955,29.454695,0.014091,610.316623,0.161033,3.009754,52.732718,5011.005805,283311.962533,101.187122,0.026697,677.086016,0.178651,0.423682,22.195165,0.011288,6.358400,0.077562,4844.779553,42.958863,0.000302,18.230348,0.024055,0.013915,0.340787,0.340787,456.646640,48792.000000,155.619242,1174.597490,0.024074,48792.000000,2.250192,0.444406,0.683817,166.143138,0.340787,155.619242,456.646640,452.000000,160.000000,479.483055,479.483055,48792.000000,155.619242,2.250192,0.444406,1174.597490,0.024074,48792.000000
"ad13103a-8ed3-497e-bb47-a8f48986c884","Annotation","invasive tumor",5991.703125,26398.210938,108.000000,227.000000,1268180661.000000,2.772039,63.000000,2.470402,250.000000,171.070454,35.160233,173.000000,36.000000,214.000000,26.561374,176.411445,-0.412517,43.080130,1268180661.000000,0.159175,1855.897588,43.673288,363.497380,-14.190757,12.071449,0.662129,0.896003,0.499920,1.274941,0.412210,0.773899,0.766006,0.993584,0.955734,-0.420439,0.000000,0.386191,6.389128,0.064985,4.379438,0.125686,12.778256,3.653999,3.183395,5.676431,5241.770503,0.128632,1.000000,4.630521,6486.388172,3.178504,44.015779,35.083043,1673.427656,1.207514,0.035452,0.072845,2.990793,0.002682,5452.672662,0.171457,2.646102,40.999434,15.710207,881.199484,0.453179,0.036136,5.078982,8846.351424,0.278170,0.780417,9.142612,0.527422,21.227302,0.018796,407.006439,0.163785,2.901561,40.581891,8192.587525,485482.183903,171.355272,0.039708,347.851509,0.139980,0.365709,14.700442,0.014427,6.601496,0.060982,7923.680319,35.567553,0.000449,14.643185,0.024723,0.017137,0.692972,0.692972,275.223149,40820.000000,190.722023,753.628069,0.018462,40820.000000,1.107213,0.903168,1.113172,440.278196,0.692972,190.722023,275.223149,190.000000,270.000000,330.151480,330.151480,40820.000000,190.722023,1.107213,0.903168,753.628069,0.018462,40820.000000
"3c7bbd53-f86c-47b5-bd46-fd4acc4491e4","Annotation","necrosis not in-situ",2696.850342,21502.306641,139.000000,200.000000,27243639.000000,2.158154,32.000000,5.812952,235.000000,164.875514,20.868061,164.000000,44.000000,191.000000,13.456098,167.416950,-0.983978,29.060281,27243639.000000,0.283726,844.499935,38.050633,166.919375,-12.546693,5.096489,0.628064,0.780572,0.520873,1.232334,0.356755,0.756352,0.750283,0.992453,0.948868,-0.276007,0.000000,0.437255,6.077296,0.123895,3.671662,0.272017,12.154592,2.983661,1.431138,4.899883,140.557613,0.144607,1.000000,3.617970,275.781893,1.483187,38.791152,28.989712,1114.745885,1.010445,0.036566,0.091240,3.737548,0.003315,210.446367,0.242729,1.698718,39.251442,7.963091,305.337947,0.275430,0.037696,4.441529,251.837370,0.290470,0.891975,2.935565,0.535704,21.343971,0.020360,17.913043,0.194707,2.692226,40.141304,1797.478261,65798.576087,50.869571,0.044899,16.043478,0.174386,0.412588,18.153003,0.013927,5.202910,0.094650,1685.854442,1.243942,0.011425,13.812816,0.015276,0.468346,0.863074,0.863074,38.130667,980.000000,32.909601,114.875416,0.117220,980.000000,1.071564,0.933215,0.449066,71.651162,0.863074,32.909601,38.130667,38.000000,34.000000,50.990195,50.990195,980.000000,32.909601,1.071564,0.933215,114.875416,0.117220,980.000000
