index,NumPixels,ms
0,210,45.082223
1,296,29.394171
2,95,14.73028
3,704,61.707505
4,189,18.175809
5,623,42.777653
6,313,29.931406
7,422,34.146158
8,592,42.131798
9,352,27.030981
10,325,28.046593
11,138,19.773975
12,398,28.108481
13,363,22.161244
14,340,28.013352
15,420,34.891512
16,417,22.991068
17,377,22.051706
18,290,24.916819
19,330,35.848973
20,329,16.339344
21,762,46.52004
22,383,24.88843
23,227,15.74136
24,293,14.030256
25,303,15.889639
26,214,11.908504
27,807,48.958108
28,427,24.90562
29,614,19.427917
30,370,15.330165
31,351,14.449522
32,361,18.489147
33,126,8.356846
34,388,15.302034
35,374,14.490723
36,567,20.027742
37,486,16.93977
38,348,13.107175
39,405,15.605042
40,320,14.093416
41,345,17.962242
42,362,13.227653
43,355,10.18634
44,292,8.703073
45,454,12.811967
46,81,6.077187
47,604,13.988127
48,337,23.680521
49,294,9.234569
50,300,7.92911
51,305,7.542133
52,294,6.512593
53,280,6.279344
54,445,7.90483
55,400,9.675544
56,426,5.975828
57,347,5.737009
58,388,5.210454
59,150,3.448739
60,260,5.426602
61,197,7.590223
62,352,6.757851
63,184,5.556771
64,304,4.841808
65,212,5.005714
66,341,4.680839
67,423,4.318581
68,595,7.533963
69,296,3.519059
70,414,5.124674
71,354,4.037534
72,222,2.399729
73,300,3.200281
74,439,3.285482
75,371,3.581629
76,354,3.48193
77,439,3.212472
78,378,3.132902
79,348,2.969494
80,399,2.708656
81,473,3.467009
82,319,5.437102
83,91,2.485717
84,419,3.678198
85,356,2.942664
86,216,2.234251
87,347,2.643337
88,219,1.990413
89,513,3.778417
90,367,5.248544
91,619,4.906778
92,278,3.055633
93,400,4.047534
94,466,4.537099
95,151,4.49132
96,240,1.854314
97,340,2.479458
98,398,3.598269
99,394,2.354319
100,336,2.476859
101,310,2.252749
102,354,3.395779
103,305,3.501289
104,373,3.998765
105,362,3.680306
106,402,3.810997
107,342,3.27560
108,351,2.234931
109,481,2.550978
110,166,1.616805
111,632,3.438259
112,482,2.575097
113,361,2.450068
114,369,2.26247
115,307,2.422309
116,122,1.573857
117,374,2.105021
118,342,2.403029
119,354,2.002543
120,498,2.833685
121,273,1.837283
122,613,2.664936
123,340,2.954114
124,358,23.273844
125,211,2.829785
126,443,3.168832
127,326,3.651237
128,499,3.395161
129,679,2.605307
130,577,3.570639
131,369,3.545998
132,202,2.681006
133,340,3.670947
134,322,2.800535
135,516,3.177422
136,502,4.031254
137,319,4.277932
138,330,2.972944
139,574,2.34494
140,345,2.092032
141,184,1.731395
142,357,3.43922
143,191,2.39031
144,540,5.349703
145,157,3.628827
146,408,3.795257
147,732,6.202454
148,356,4.169333
149,333,3.947585
150,187,2.677536
151,436,4.149213
152,285,2.986703
153,412,2.551228
154,221,2.327889
155,665,3.111502
156,301,2.527868
157,406,2.624447
158,255,2.330159
159,336,3.44913
160,352,2.421439
161,335,2.822075
162,220,2.178171
163,268,2.660167
164,399,3.119073
165,315,3.073382
166,184,2.27817
167,382,3.977535
168,642,6.588552
169,401,3.919745
170,214,3.022543
171,364,2.965934
172,417,3.081822
173,308,2.698977
174,332,2.867385
175,351,2.986984
176,354,2.990884
177,453,2.921135
178,291,2.372969
179,363,2.292889
180,398,2.411839
181,228,2.889164
182,392,3.097032
183,447,2.720507
184,254,2.701057
185,357,2.483298
186,541,2.23878
187,246,1.913253
188,423,2.25554
189,354,3.215961
190,407,3.013763
191,380,2.910084
192,321,2.526437
193,333,2.151271
194,424,2.27989
195,167,2.141722
196,263,2.081682
197,430,2.084502
198,314,1.846053
199,381,2.514687
200,414,2.580168
201,430,1.984823
202,403,1.647155
203,239,1.568156
204,285,2.007192
205,435,1.976723
206,441,2.071351
207,208,1.820143
208,389,1.743814
209,391,1.715345
210,214,1.673745
211,194,1.460817
212,379,2.069681
213,348,2.453067
214,646,2.108361
215,265,1.873613
216,418,1.647315
217,253,1.643185
218,340,1.759674
219,316,1.582026
220,414,1.591546
221,312,1.496826
222,458,2.666267
223,341,2.168441
224,189,1.672985
225,116,1.356608
226,382,3.293361
227,349,1.582676
228,562,1.694946
229,366,1.464147
230,514,2.525517
231,477,1.812665
232,320,1.756554
233,371,1.983683
234,256,2.19245
235,355,1.608366
236,877,2.399929
237,416,2.229759
238,367,1.667385
239,495,1.968873
240,361,1.890034
241,338,1.995482
242,369,1.870554
243,309,1.964114
244,306,2.149281
245,381,2.646687
246,361,1.717595
247,322,1.787845
248,406,1.705536
249,525,1.965372
250,236,1.379788
251,459,2.431439
252,351,15.365685
253,175,2.881174
254,437,2.14771
255,386,5.368102
256,417,2.690966
257,403,2.056223
258,341,1.388458
259,323,2.378878
260,223,1.747434
261,306,3.317661
262,437,3.012003
263,583,3.641387
264,770,4.577599
265,453,3.36846
266,364,2.778926
267,314,2.698367
268,151,2.674446
269,386,2.755246
270,132,1.717875
271,667,4.082504
272,364,1.952083
273,423,2.077911
274,314,2.19656
275,168,11.076022
276,440,5.487542
277,231,2.792075
278,302,3.345701
279,120,2.024652
280,386,3.070773
281,375,4.112563
282,403,3.575427
283,217,4.098164
284,684,5.831659
285,342,3.39014
286,309,3.016944
287,714,4.619639
288,348,3.569818
289,426,3.135693
290,400,2.22575
291,242,5.899708
292,244,2.359339
293,482,4.163164
294,399,2.645417
295,202,2.412749
296,170,2.177082
297,316,3.26473
298,763,4.402131
299,315,4.066874
300,229,2.481828
301,297,3.251142
302,287,3.135392
303,361,3.27934
304,579,3.48018
305,333,2.807545
306,520,4.007615
307,393,2.130351
308,641,3.701547
309,340,3.143663
310,547,4.663498
311,139,1.820863
312,345,2.579657
313,104,1.581986
314,392,1.677405
315,440,1.845835
316,494,1.547237
317,468,1.492357
318,429,1.551676
319,179,1.076611
320,603,1.420467
321,270,1.142429
322,323,2.079221
323,344,1.234139
324,587,2.26919
325,387,2.397589
326,574,1.831814
327,341,1.368388
328,317,1.271879
