index,NumPixels,ms
0,257,32.579642
1,669,76.893741
2,165,15.218616
3,390,26.467496
4,108,11.191562
5,590,31.298914
6,582,40.308084
7,382,30.175693
8,729,42.680942
9,382,31.847719
10,207,26.775103
11,282,22.898849
12,343,27.304448
13,515,37.143561
14,550,38.254942
15,198,13.181493
16,438,26.406927
17,479,48.755829
18,638,31.498932
19,319,15.538983
20,456,29.34977
21,300,17.222267
22,425,20.397729
23,167,13.621079
24,236,13.056255
25,543,23.015386
26,220,12.877597
27,458,21.932445
28,364,27.949663
29,664,30.852017
30,376,15.75441
31,465,17.673614
32,248,8.170328
33,198,6.229255
34,331,11.537139
35,383,10.827263
36,665,18.724015
37,374,11.583147
38,690,18.652635
39,388,12.173543
40,355,15.211936
41,358,16.790111
42,471,12.310241
43,706,17.662974
44,480,11.608117
45,572,19.12834
46,298,13.831918
47,429,14.309654
48,261,14.836948
49,479,15.419494
50,395,8.844151
51,521,8.539275
52,337,10.905654
53,339,10.039441
54,506,8.274837
55,512,23.905308
56,389,6.575543
57,441,8.285897
58,399,10.448407
59,297,4.481862
60,351,9.826953
61,236,4.61912
62,352,6.708681
63,521,7.982249
64,448,4.331072
65,216,3.48923
66,788,4.686749
67,177,2.305419
68,1225,8.180767
69,343,4.696469
70,441,3.539638
71,195,2.379409
72,682,5.820859
73,274,4.020955
74,267,2.687987
75,321,3.33389
76,380,4.487111
77,368,3.181232
78,310,2.802815
79,435,3.780097
80,507,3.43245
81,394,3.080434
82,1489,8.213218
83,602,7.351445
84,206,4.007705
85,315,6.379053
86,790,9.457197
87,153,3.388411
88,272,2.18003
89,483,3.49348
90,771,3.253541
91,385,4.305332
92,284,4.46584
93,389,2.936524
94,539,2.864455
95,834,3.693158
96,268,4.029985
97,604,4.379691
98,935,4.907117
99,299,3.646478
100,254,4.746418
101,530,3.824697
102,751,6.382032
103,385,4.699668
104,223,3.47097
105,372,3.53754
106,394,3.602608
107,524,3.754457
108,260,3.452829
109,401,3.542728
110,245,9.117519
111,249,3.752566
112,990,5.318534
113,116,4.50294
114,349,2.654366
115,533,4.234773
116,507,4.640268
117,549,4.366711
118,539,6.163026
119,534,4.649409
120,275,4.626139
121,1150,11.091332
122,181,4.116984
123,346,4.044403
124,744,17.639483
125,502,5.364961
126,431,5.205624
127,302,7.147307
128,322,4.671919
129,307,4.61905
130,424,4.001785
131,410,3.019353
132,635,3.452609
133,388,3.144223
134,102,1.630685
135,374,3.489358
136,458,4.062724
137,332,4.108603
138,456,3.892656
139,233,1.880954
140,1198,5.979797
141,303,3.37012
142,186,2.806325
143,235,2.25305
144,351,3.657687
145,227,1.970343
146,142,1.576485
147,225,2.724916
148,245,2.052633
149,282,2.289881
150,493,2.533387
151,273,1.933454
152,413,2.325479
153,344,2.189711
154,409,4.42842
155,143,3.274361
156,105,1.489507
157,213,2.837245
158,165,2.404709
159,230,3.007244
160,454,4.047805
161,89,2.18891
162,571,2.193321
163,497,3.165152
164,481,4.42147
165,144,2.388139
166,431,2.430709
167,176,2.515748
168,720,3.874096
169,512,3.969545
170,307,4.205553
171,221,4.635539
172,654,5.982947
173,242,3.523808
174,207,2.798155
175,237,3.137892
176,193,3.781667
177,275,2.899045
178,274,3.228001
179,301,3.46516
180,316,3.519818
181,445,3.734547
182,248,3.932145
183,737,4.060094
184,350,3.46263
185,324,3.832276
186,369,3.312411
187,462,4.466811
188,319,4.480002
189,691,3.198282
190,1199,8.416366
191,422,3.827606
192,444,4.368571
193,714,2.695957
194,710,3.36767
195,579,2.688597
196,830,6.174535
197,510,3.557778
198,102,1.550856
199,83,1.15722
200,257,1.615626
201,416,3.30792
202,443,3.898436
203,106,3.325941
204,230,3.283981
205,255,3.039713
206,276,2.766215
207,458,2.792686
208,619,3.428819
209,1183,4.284062
210,966,4.090894
211,238,3.28925
212,541,3.064433
213,1057,4.148033
214,1465,5.122605
215,593,4.281892
216,1078,4.321752
217,532,3.618459
218,691,4.033053
219,901,4.431761
220,761,3.43329
221,649,3.955755
222,1073,4.417571
223,1365,3.762527
224,749,3.000193
225,716,2.417458
226,1098,3.089713
227,370,2.290451
228,462,2.208379
229,396,1.606106
230,733,1.998763
231,860,2.974904
232,809,2.385119
233,941,3.065452
234,758,2.389459
235,900,3.063294
236,547,2.18301
237,576,2.574297
238,208,1.304209
239,1058,2.873815
240,703,2.705575
241,548,2.458109
242,535,2.419948
243,759,2.030051
244,480,2.666896
245,409,1.860825
246,973,2.669486
247,1073,3.788387
248,425,3.40061
249,1330,3.33347
250,1265,2.329969
251,133,1.400078
252,397,4.595369
253,511,1.947343
254,763,2.37782
255,644,1.902984
256,410,1.747295
257,149,3.619099
258,166,1.624196
259,435,1.482667
260,269,1.373858
261,505,1.558516
262,674,1.652956
263,773,3.859797
264,638,1.942613
265,743,2.079471
266,473,1.399457
267,911,3.795426
268,526,2.558547
269,519,2.918185
270,527,2.27852
271,640,1.738305
272,1147,2.426369
273,600,1.894254
274,725,2.232901
275,520,1.819933
276,910,2.14304
277,687,1.829543
278,543,1.438967
279,1004,1.837544
280,427,1.620326
281,334,1.483427
282,1053,2.346519
283,1118,3.510639
284,290,1.563596
285,754,3.317551
286,124,1.772084
287,383,3.304861
288,461,2.634057
289,318,2.503988
290,242,4.087274
291,446,4.39181
292,513,5.086235
293,457,4.286222
294,486,3.525698
295,318,3.618559
296,92,2.246139
297,843,1.531857
298,860,2.074622
299,1122,2.831905
300,463,2.531346
301,650,1.817123
302,515,2.462297
303,609,2.400208
304,241,1.547486
305,591,2.198641
306,1581,3.176543
307,423,2.113932
308,336,2.692327
309,219,1.736015
310,819,1.838584
311,862,2.31503
