Image,ObjectID,ObjectType,Classification,Centroid_X,Centroid_Y,NumPixels,PixelWidth_um,PixelHeight_um,firstorder_10Percentile,firstorder_90Percentile,firstorder_Energy,firstorder_Entropy,firstorder_InterquartileRange,firstorder_Kurtosis,firstorder_Maximum,firstorder_Mean,firstorder_MeanAbsoluteDeviation,firstorder_Median,firstorder_Minimum,firstorder_Range,firstorder_RobustMeanAbsoluteDeviation,firstorder_RootMeanSquared,firstorder_Skewness,firstorder_StandardDeviation,firstorder_TotalEnergy,firstorder_Uniformity,firstorder_Variance,glcm_Autocorrelation,glcm_ClusterProminence,glcm_ClusterShade,glcm_ClusterTendency,glcm_Contrast,glcm_Correlation,glcm_DifferenceAverage,glcm_DifferenceEntropy,glcm_DifferenceVariance,glcm_Id,glcm_Idm,glcm_Idmn,glcm_Idn,glcm_Imc1,glcm_Imc2,glcm_InverseVariance,glcm_JointAverage,glcm_JointEnergy,glcm_JointEntropy,glcm_MaximumProbability,glcm_SumAverage,glcm_SumEntropy,glcm_SumSquares,gldm_DependenceEntropy,gldm_DependenceNonUniformity,gldm_DependenceNonUniformityNormalized,gldm_DependenceVariance,gldm_GrayLevelNonUniformity,gldm_GrayLevelVariance,gldm_HighGrayLevelEmphasis,gldm_LargeDependenceEmphasis,gldm_LargeDependenceHighGrayLevelEmphasis,gldm_LargeDependenceLowGrayLevelEmphasis,gldm_LowGrayLevelEmphasis,gldm_SmallDependenceEmphasis,gldm_SmallDependenceHighGrayLevelEmphasis,gldm_SmallDependenceLowGrayLevelEmphasis,glrlm_GrayLevelNonUniformity,glrlm_GrayLevelNonUniformityNormalized,glrlm_GrayLevelVariance,glrlm_HighGrayLevelRunEmphasis,glrlm_LongRunEmphasis,glrlm_LongRunHighGrayLevelEmphasis,glrlm_LongRunLowGrayLevelEmphasis,glrlm_LowGrayLevelRunEmphasis,glrlm_RunEntropy,glrlm_RunLengthNonUniformity,glrlm_RunLengthNonUniformityNormalized,glrlm_RunPercentage,glrlm_RunVariance,glrlm_ShortRunEmphasis,glrlm_ShortRunHighGrayLevelEmphasis,glrlm_ShortRunLowGrayLevelEmphasis,glszm_GrayLevelNonUniformity,glszm_GrayLevelNonUniformityNormalized,glszm_GrayLevelVariance,glszm_HighGrayLevelZoneEmphasis,glszm_LargeAreaEmphasis,glszm_LargeAreaHighGrayLevelEmphasis,glszm_LargeAreaLowGrayLevelEmphasis,glszm_LowGrayLevelZoneEmphasis,glszm_SizeZoneNonUniformity,glszm_SizeZoneNonUniformityNormalized,glszm_SmallAreaEmphasis,glszm_SmallAreaHighGrayLevelEmphasis,glszm_SmallAreaLowGrayLevelEmphasis,glszm_ZoneEntropy,glszm_ZonePercentage,glszm_ZoneVariance,ngtdm_Busyness,ngtdm_Coarseness,ngtdm_Complexity,ngtdm_Contrast,ngtdm_Strength,shape2D_Elongation,shape2D_MajorAxisLength,shape2D_MaximumDiameter,shape2D_MeshSurface,shape2D_MinorAxisLength,shape2D_Perimeter,shape2D_PerimeterSurfaceRatio,shape2D_PixelSurface,shape2D_SphericalDisproportion,shape2D_Sphericity,shape_Compactness1,shape_Compactness2,shape_Elongation,shape_LeastAxisLength,shape_MajorAxisLength,shape_Maximum2DDiameterColumn,shape_Maximum2DDiameterRow,shape_Maximum2DDiameterSlice,shape_Maximum3DDiameter,shape_MeshVolume,shape_MinorAxisLength,shape_SphericalDisproportion,shape_Sphericity,shape_SurfaceArea,shape_SurfaceVolumeRatio,shape_VoxelVolume
"training_set_primary_roi_019.tif","1af83380-1bff-4f68-a6cd-9cdd22bad852","Annotation","nuclei_lymphocyte",39.046966552734375,5.50684928894043,257.0,,,86.0,136.4,3200453.0,1.680782178452216,31.0,2.211851970571919,158.0,109.94941634241245,16.25656709412709,107.0,81.0,77.0,12.81488074047708,111.59356842407486,0.4376404319550504,19.08534410435197,3200453.0,0.3336159517933655,364.2503595815226,3.8997844827586214,10.608655400011838,1.2777021454143929,2.1869321770957195,0.22521551724137934,0.8132655659766532,0.22090517241379312,0.775337300104803,0.17641642204221164,0.8902658045977011,0.889978448275862,0.9868280933062878,0.955962643678161,-0.46379002845794953,0.8800914065718184,0.2171336206896552,1.8464439655172415,0.2402488899004162,2.4671723929974556,0.3308189655172414,3.692887931034483,2.2327696878850323,0.6030369235842747,3.9533972731171843,45.39688715953307,0.17664158427833881,3.926327423579464,85.73929961089495,0.6807067480204091,4.330739299610895,48.04280155642024,157.37354085603113,27.590385862516214,0.4860300475572849,0.046892621978896765,0.41520675740392715,0.012606403420281498,91.07260726072607,0.3005696609264887,0.811706913265584,6.194719471947194,19.353135313531354,62.336633663366335,11.626145947928126,0.34408232489915663,4.193757223664873,53.052805280528055,0.1750917666024028,0.29474708171206226,7.842455532681981,0.37021489174503996,3.399981656237077,0.07025904455295882,3.0,0.3333333333333333,0.9876543209876544,10.666666666666666,2377.222222222222,8054.555555555556,1275.6782407407406,0.2037037037037037,2.3333333333333335,0.25925925925925924,0.45590151665642964,6.484900859858076,0.034127375300462254,2.6416041678685933,0.03501945525291829,1561.8024691358025,3.5514736380314265,0.06060663910526319,1.1793927459545075,0.024470715985843803,0.328785585096551,0.551309901244437,25.241501538151212,26.30589287593181,255.5,13.91588972025945,69.21320343559643,0.27089316413149284,257.0,1.221486203838418,0.818674821588311,0.2503413226817816,22.267288253150184,0.551309901244437,13.91588972025945,25.241501538151212,26.0,13.0,26.30589287593181,26.30589287593181,255.5,13.91588972025945,1.221486203838418,0.818674821588311,69.21320343559643,0.27089316413149284,257.0
"training_set_primary_roi_019.tif","08524399-6f0c-434f-9bdb-5168182fd686","Annotation","nuclei_endothelium",90.21765899658203,16.505224227905273,669.0,,,101.0,128.0,8810946.0,0.9283468719960595,16.0,2.7535992347240597,149.0,114.2660687593423,8.789224262167663,114.0,96.0,53.0,6.748680991735517,114.76202712550504,0.4725089369138731,10.657785897662517,8810946.0,0.6444775125625334,113.58840024041402,4.349741961095673,1.6068997606180186,0.127004894305645,0.539839419695743,0.166732830488289,0.5280515744996717,0.166732830488289,0.6501760265508336,0.1389329937256525,0.9166335847558557,0.9166335847558557,0.9833267169511711,0.9583167923779278,-0.23767181366487292,0.5753755261804026,0.166732830488289,2.0631202858277096,0.5547985370729892,1.4906171410759792,0.7360063517268758,4.126240571655419,1.3238843105876903,0.176643062546008,2.846309263143798,188.07922272047833,0.28113486206349525,4.312994206376337,431.1554559043348,0.20429840848510036,4.633781763826607,57.23916292974589,238.5799701046338,15.217364225211758,0.26926590267397443,0.03270794354114341,0.18977917707524797,0.009524349666096854,232.09878682842287,0.4022509303785492,0.4617741320221427,5.911611785095321,49.60831889081456,206.17677642980937,12.699980743308299,0.2766223762757558,4.156542246096619,107.5372616984402,0.18637307053455843,0.2156203288490284,28.099300451447604,0.4327664643699858,3.156492672178372,0.1097499026281698,5.769230769230769,0.4437869822485207,0.8994082840236686,5.538461538461538,21520.53846153846,87285.69230769231,5379.16452991453,0.4636752136752136,1.4615384615384615,0.11242603550295859,0.21045076075084287,1.0682007504729183,0.11514509005144836,3.7004397181410926,0.01943198804185351,18872.24852071006,8.31642545715226,0.019852718378577373,0.5524902044973997,0.012148622531340325,0.04433714426117797,0.5649799485198872,39.352550622094874,39.81205847478876,670.0,22.233402024597417,106.28427124746187,0.15863324066785353,669.0,1.158314960791492,0.8633230458464309,0.3449819460503495,42.285841890169294,0.5649799485198872,22.233402024597417,39.352550622094874,23.0,36.0,39.81205847478876,39.81205847478876,670.0,22.233402024597417,1.158314960791492,0.8633230458464309,106.28427124746187,0.15863324066785353,669.0
"training_set_primary_roi_019.tif","1924d0b3-1f51-49bd-89cb-43ac045889db","Annotation","nuclei_histiocyte",155.73333740234375,4.4414143562316895,165.0,,,93.0,123.0,1908005.0,1.2203766029638214,14.0,4.71756222841633,152.0,106.86666666666666,8.987474747474737,105.0,89.0,63.0,6.152593992858638,107.53449059100372,1.2047218293302502,11.965877411298441,1908005.0,0.509641873278237,143.1822222222223,3.376288659793814,3.161144749970937,-0.05043910295079042,0.9950992548505566,0.1890034364261168,0.6807651265071655,0.1890034364261168,0.6993820649246041,0.15328113744523564,0.9054982817869415,0.9054982817869415,0.9888821507984638,0.9621993127147767,-0.35128666508122486,0.7461451795631954,0.1890034364261168,1.781786941580756,0.3833888357482788,1.9092152710823396,0.5721649484536082,3.5635738831615114,1.7202118346562225,0.29602567281916836,3.687948636970617,28.98787878787879,0.17568411386593205,4.443489439853076,84.0909090909091,0.3266850321395776,3.6545454545454548,49.61818181818182,163.9939393939394,22.159132996632998,0.4342171717171718,0.05539487753575055,0.31067443329744915,0.02227738290883132,74.56382978723404,0.39661611588954276,0.5145710728836578,4.367021276595745,18.095744680851062,61.744680851063826,7.787086288416075,0.41312056737588654,4.128196650372491,29.829787234042552,0.15866908103214125,0.28484848484848485,5.7711634223630615,0.35053975937464904,2.0506557145382063,0.1295658007912722,2.5555555555555554,0.2839506172839506,1.0617283950617284,6.0,1482.7777777777778,5438.555555555556,503.28163580246917,0.4328703703703704,2.3333333333333335,0.25925925925925924,0.4863829827770157,3.4879547706142358,0.18759325941167507,3.169925001442312,0.05454545454545454,1146.6666666666667,1.7063128255924869,0.07449902629880129,1.408106215675485,0.010893822297545585,0.49273376365800003,0.5192984761985598,20.43273532087409,19.924858845171276,165.0,10.610688316698408,53.31370849898477,0.32311338484233193,165.0,1.1708250049667255,0.8540986020608773,0.239139142841994,20.319058591722438,0.5192984761985598,10.610688316698408,20.43273532087409,19.0,10.0,19.924858845171276,19.924858845171276,165.0,10.610688316698408,1.1708250049667255,0.8540986020608773,53.31370849898477,0.32311338484233193,165.0
"training_set_primary_roi_019.tif","91d341b3-3f2d-4855-b633-62f5adea028c","Annotation","nuclei_histiocyte",309.4022216796875,7.405187129974365,390.0,,,133.0,158.0,8015764.0,0.7802917462071395,11.0,4.719528977972649,180.0,143.02051282051283,7.395213675213658,141.0,127.0,53.0,4.798832558642309,143.3640157976925,1.306440591466151,9.918363685535718,8015764.0,0.6761078238001316,98.37393819855369,1.4607366226546212,1.5486041954880545,0.7244961542249764,0.502585331389405,0.09867963863794302,0.671759894365858,0.09867963863794302,0.46479611912798446,0.08894196755622799,0.9506601806810284,0.9506601806810284,0.9901320361362057,0.9753300903405141,-0.3767540386910078,0.6300495019829676,0.09867963863794302,1.1660875608061154,0.6470915202965537,1.0895680711822728,0.7949965253648367,2.332175121612231,0.9908884325443297,0.15031624250683698,2.247538376956676,159.3230769230769,0.4085207100591716,3.6476265614727152,263.6820512820513,0.18656147271531887,1.6512820512820512,62.18974358974359,78.31794871794872,58.20327635327635,0.8485754985754986,0.025803424052431988,0.07727560387877848,0.015784381944848214,121.81368821292776,0.46316991715942113,0.33156471829865986,3.079847908745247,71.98479087452472,82.95057034220532,69.32784114913393,0.5391846218842418,3.892658535862229,40.361216730038024,0.15346470239558183,0.1685897435897436,36.801399470861234,0.35607621760427755,1.599308664465434,0.09807756934483966,2.3333333333333335,0.3888888888888889,0.47222222222222215,5.166666666666667,16791.333333333332,18500.0,16365.648148148148,0.3287037037037037,2.0,0.3333333333333333,0.1257059000663053,0.9194851305084821,0.01985368504835366,2.2516291673878226,0.015384615384615385,12566.333333333334,5.670257936507936,0.05731661657003089,0.3632762912029956,0.006490167636764813,0.21771548135982183,0.5979086050349497,29.37071183608156,30.463092423455635,392.0,17.561001342795013,82.62741699796952,0.21078422703563654,390.0,1.177270362887502,0.8494225553655241,0.29445902235326993,30.80718225171284,0.5979086050349497,17.561001342795013,29.37071183608156,29.0,17.0,30.463092423455635,30.463092423455635,392.0,17.561001342795013,1.177270362887502,0.8494225553655241,82.62741699796952,0.21078422703563654,390.0
"training_set_primary_roi_019.tif","44269f58-838a-4792-955b-8ba29c22e58c","Annotation","nuclei_lymphocyte",640.6898193359375,3.5462963581085205,108.0,,,91.0,134.3,1283182.0,1.5660443495612542,21.25,2.9811705780469877,151.0,107.77777777777777,13.277777777777784,103.0,87.0,64.0,9.569731404958684,109.00144409508901,0.9515179742427522,16.28697123773372,1283182.0,0.37019890260630994,265.2654320987655,3.209809264305177,7.8753454871476,1.4729007260099851,1.7230360311532498,0.29972752043596734,0.7036455198132461,0.29427792915531337,0.8930008316685607,0.21312802084802768,0.8537693006357855,0.8534059945504086,0.9824651386440136,0.9413260672116258,-0.31756963348444295,0.7790438915115057,0.2895095367847412,1.6893732970027246,0.2353607198806138,2.473332629249445,0.3569482288828338,3.3787465940054493,2.165438419363896,0.5056908878973041,3.957033222618788,16.75925925925926,0.15517832647462276,4.021262002743483,39.98148148148148,0.575017146776406,3.7685185185185186,37.833333333333336,100.30555555555556,24.98341049382716,0.5245627572016461,0.06308919735589709,0.5170604738809104,0.017577631082439836,59.01162790697674,0.3430908599242834,0.6541373715521905,5.034883720930233,9.69767441860465,27.697674418604652,6.181201550387597,0.38695090439276486,3.7276862264950164,42.616279069767444,0.24776906435911303,0.39814814814814814,3.3893996755002704,0.4623318124622804,3.1244879547964755,0.11058297211272534,1.8571428571428572,0.2653061224489796,1.0612244897959184,8.428571428571429,528.5714285714286,1468.142857142857,326.2281746031746,0.2638888888888889,1.2857142857142858,0.1836734693877551,0.32523943385203885,4.911513121898686,0.02273482784296855,2.5216406363433186,0.06481481481481481,290.5306122448979,2.104408835777657,0.09756811054277639,1.7717952072468006,0.02703738398131345,0.6126435883410175,0.5493129901082348,16.408848959078384,17.11724276862369,108.0,9.013593885945744,44.97056274847714,0.4163940995229365,108.0,1.2207072178107672,0.8191972533703974,0.20204882807384958,14.504905968375127,0.5493129901082348,9.013593885945744,16.408848959078384,17.0,9.0,17.11724276862369,17.11724276862369,108.0,9.013593885945744,1.2207072178107672,0.8191972533703974,44.97056274847714,0.4163940995229365,108.0
"training_set_primary_roi_019.tif","b9c9274d-be0e-4040-9780-da20d1d278b0","Annotation","nuclei_histiocyte",746.174560546875,7.192655563354492,590.0,,,84.0,134.0,6970960.0,1.5810124835492767,28.0,2.337683310444624,159.0,107.09152542372881,15.618546394714224,104.0,76.0,83.0,11.927041545427931,108.6976836950906,0.430441801575397,18.616971372831063,6970960.0,0.3578454467107152,346.59162309681136,3.4235508900045644,9.23715292958469,1.5847847724865924,1.974172171496981,0.22044728434504793,0.799102041350976,0.22044728434504793,0.7609833904372894,0.17185027916994156,0.8897763578274762,0.8897763578274762,0.9870325126855855,0.9559105431309904,-0.4325069115808409,0.8548061497436242,0.22044728434504793,1.727749885896851,0.2518452838371821,2.3773060050073433,0.37836604290278414,3.4554997717937015,2.156858720662295,0.5486548639605072,3.8751552847582267,120.90508474576271,0.20492387245044527,3.8032864119505874,211.12881355932203,0.5993105429474289,3.8271186440677964,49.905084745762714,150.4677966101695,31.34673964218456,0.5299788135593221,0.03653895177028753,0.2192964940684372,0.01273064900874907,221.05828220858896,0.33904644510519777,0.6310432270691411,5.314417177914111,27.717791411042946,72.3680981595092,19.343750000000004,0.36053595773687797,4.302318231471704,113.0521472392638,0.17339286386390154,0.27627118644067794,14.616056306221536,0.3648842241877052,2.5946909410472085,0.07723849051181664,4.2,0.42,0.69,9.1,12270.6,36460.0,7322.961805555557,0.2041666666666667,1.8,0.18,0.36026375256791854,3.445350902873289,0.03862135725880482,2.8464393446710154,0.01694915254237288,8789.6,8.83136597762314,0.023928127552562944,1.349551109435016,0.021440225831734477,0.1480742206544495,0.3122345697774786,49.476386381162726,46.87216658103186,590.0,15.448238215866644,114.28427124746187,0.19370215465671503,590.0,1.3272585309692868,0.7534327161338399,0.2724566298805486,26.37527563243461,0.3122345697774786,15.448238215866644,49.476386381162726,46.0,16.0,46.87216658103186,46.87216658103186,590.0,15.448238215866644,1.3272585309692868,0.7534327161338399,114.28427124746187,0.19370215465671503,590.0
"training_set_primary_roi_019.tif","34f21d73-12fd-4c51-8645-f4a5230c40ee","Annotation","nuclei_endothelium",117.51842498779297,19.615253448486328,582.0,,,103.0,129.89999999999998,7913814.0,0.9272496427780452,12.75,3.586158112005015,148.0,116.10309278350516,8.307932121727363,115.0,89.0,59.0,5.578504155124648,116.60882709598374,0.638728263234042,10.848520765792184,7913814.0,0.6324618273284445,117.69040280582423,4.593033913840514,1.6572156898161288,0.2821673853010668,0.5932130732154843,0.15719523373052244,0.5810407953230909,0.15719523373052244,0.6275572398750149,0.13248489222292884,0.9214023831347389,0.9214023831347389,0.9842804766269478,0.9607011915673693,-0.280595334072215,0.6224673465328259,0.15719523373052244,2.117552703941338,0.5367029928227032,1.5017471574383288,0.7199816681943172,4.235105407882677,1.3445519237078063,0.1876020767365017,2.9467474504540814,159.89347079037802,0.2747310494680035,3.863499486307437,368.0927835051546,0.2061767102419669,4.826460481099656,57.439862542955325,253.01546391752578,14.464251622756775,0.25338869797632685,0.03028699737181368,0.18223223430902208,0.007479406273897138,205.74846625766872,0.42075350972938386,0.41326357785388984,5.96319018404908,51.828220858895705,222.98568507157464,12.837991365598727,0.2568166325835038,4.1766691682027,81.78118609406953,0.16724168935392542,0.21005154639175258,29.163611727953626,0.3622054285260192,2.5707185052374055,0.08669688101636824,5.363636363636363,0.48760330578512395,0.7768595041322315,6.363636363636363,18690.363636363636,76412.81818181818,4640.35606060606,0.36616161616161613,1.1818181818181819,0.10743801652892562,0.14915586741381753,1.147299124547665,0.03825087317573132,3.459431618637298,0.018900343642611683,15890.991735537194,6.74752006802721,0.024643974765432845,0.5232957511369157,0.0110187523219181,0.05756108006072297,0.4731559726632129,39.84186478619427,38.63935817272331,583.5,18.851416285627963,99.35533905932735,0.17027478844786179,582.0,1.1602881252456567,0.8618548946954702,0.33241384927511336,39.26091934415677,0.4731559726632129,18.851416285627963,39.84186478619427,19.0,38.0,38.63935817272331,38.63935817272331,583.5,18.851416285627963,1.1602881252456567,0.8618548946954702,99.35533905932735,0.17027478844786179,582.0
"training_set_primary_roi_019.tif","0c6b777c-a4a9-4529-8ed8-e7709b270b75","Annotation","nuclei_histiocyte",256.1371765136719,13.558759689331055,382.0,,,92.0,141.0,5061968.0,1.7313049517065666,27.0,2.6592595511389003,167.0,113.54973821989529,15.658342698939204,110.0,84.0,83.0,11.71204994797088,115.11396583772992,0.6270939541962991,18.91248479400059,5061968.0,0.32847235547271186,357.6820810833036,4.294781382228491,14.416631567679659,1.735414818577761,2.354087383449941,0.24118476727785615,0.8141352788683682,0.24118476727785615,0.7970049609617273,0.18301467531098248,0.879407616361072,0.879407616361072,0.9858126607483615,0.9517630465444289,-0.4411353494151897,0.8779990351780135,0.24118476727785615,1.9407616361071933,0.21915141013883566,2.6035290522758667,0.3455571227080395,3.8815232722143858,2.3623442849980103,0.6488180376819493,4.028545963989863,65.86910994764398,0.1724322249938324,3.305474082399057,125.47643979057591,0.7065595789589101,4.769633507853404,47.30890052356021,176.17277486910996,24.517197498545674,0.4344458987783596,0.0360796487734128,0.2603254356571017,0.01077239651556764,138.28318584070797,0.30593625185997336,0.7755501605450698,6.442477876106195,18.809734513274336,68.20796460176992,10.210330629301868,0.3090892330383481,4.380672997891448,80.48672566371681,0.17806797713211683,0.29581151832460734,7.381744850810555,0.3414629394044048,3.0368768697135304,0.06306682001043354,2.142857142857143,0.30612244897959184,0.9795918367346937,9.142857142857142,6707.428571428572,26121.428571428572,2940.2876984126983,0.24404761904761907,1.2857142857142858,0.1836734693877551,0.2919625442359353,3.6310092453488623,0.025482300079610335,2.8073549220576046,0.01832460732984293,3729.3877551020405,5.766093474426808,0.03608352918686113,1.3063055581393483,0.027632553953934484,0.1955533366315876,0.9471488262225662,22.88388933029174,24.186773244895647,381.5,21.67444891859293,75.35533905932735,0.19752382453296816,382.0,1.0883330682673444,0.9188363646728358,0.3290398992569703,38.46797925957794,0.9471488262225662,21.67444891859293,22.88388933029174,22.0,23.0,24.186773244895647,24.186773244895647,381.5,21.67444891859293,1.0883330682673444,0.9188363646728358,75.35533905932735,0.19752382453296816,382.0
"training_set_primary_roi_019.tif","1fac7197-6051-4573-9e62-f4b62ae1c1f8","Annotation","nuclei_tumor",506.0204162597656,17.882164001464844,729.0,,,110.0,144.0,1.1531669E7,1.2585344276649382,15.0,3.7386454838958083,173.0,125.05212620027434,10.320524761920842,122.0,103.0,70.0,6.798273958624563,125.77152298717319,0.9654915192938899,13.432859982285585,1.1531669E7,0.45992123302492666,180.4417273036895,2.4036863028550775,4.168816153096499,1.1694149137601455,1.245226244725088,0.14709071196241416,0.7887108804415319,0.14709071196241416,0.6025116669458841,0.12545503441680428,0.9264546440187931,0.9264546440187931,0.9852909288037586,0.9632273220093965,-0.4719362846484465,0.8223647941381883,0.14709071196241416,1.4591615468015902,0.3785476880509605,1.8259722268105971,0.5381279363932057,2.9183230936031803,1.6788815148481828,0.3480792391718756,3.2740462897572455,214.20438957475994,0.29383318185838125,3.464719507903981,335.28257887517145,0.3871737408291794,2.635116598079561,59.33470507544582,126.73662551440329,43.99923792104862,0.6674287456180461,0.028669588790146954,0.12406739659487229,0.013432000524642107,204.79496402877697,0.3683362662388075,0.5149675223849697,4.156474820143885,50.780575539568346,93.98561151079137,40.96652677857714,0.450689448441247,4.659506310589791,67.56115107913669,0.12151286165312354,0.1906721536351166,23.274701102427414,0.31624361141459784,1.9580792385816395,0.0759824353271629,3.0,0.42857142857142855,0.5306122448979592,6.428571428571429,34742.42857142857,66446.14285714286,27102.531746031746,0.2777777777777778,1.8571428571428572,0.2653061224489796,0.4326235621290548,3.1793093823641025,0.0679115786896284,2.5216406363433186,0.009602194787379973,23896.693877551024,19.875524376417232,0.024258120088390258,0.4388660424488984,0.019481767948007496,0.07112675322718813,0.8420403801555948,33.22334501603637,34.20526275297414,727.0,27.97539806734375,102.0832611206852,0.14041714046861786,729.0,1.068027408448466,0.9363055592858894,0.39767443375275074,56.18981327219317,0.8420403801555948,27.97539806734375,33.22334501603637,31.0,30.0,34.20526275297414,34.20526275297414,727.0,27.97539806734375,1.068027408448466,0.9363055592858894,102.0832611206852,0.14041714046861786,729.0
"training_set_primary_roi_019.tif","b3ad7220-6542-4eeb-968b-5f8f9a2ff4b1","Annotation","nuclei_lymphocyte",60.94574737548828,15.74392318725586,382.0,,,68.0,126.0,3298589.0,1.8738205446464222,27.0,3.3751252314731586,161.0,90.10732984293193,18.35121021901811,82.0,61.0,100.0,12.74110301768991,92.92496832509492,1.098483123176324,22.709444000172322,3298589.0,0.3114497957841068,515.7188467969627,4.619887165021155,27.7946584234182,4.075226198477776,2.8990935603295127,0.3575458392101551,0.7804203687637661,0.33779971791255287,0.9767170189862313,0.24343718978835482,0.8343911612599904,0.8330747531734835,0.9864053678921632,0.9441701927597556,-0.36678836443647617,0.8522256899145082,0.3205218617771509,1.9961212976022569,0.1968522283515788,2.8846627496469446,0.3385049365303244,3.9922425952045133,2.511488730912958,0.8141598498849171,4.103764658148188,54.73298429319372,0.14328006359474796,4.85852909733834,118.9738219895288,0.9471505715303858,5.37696335078534,40.73298429319372,140.0366492146597,21.948534758580568,0.42448007562536355,0.05284378301931592,0.4951174856941031,0.012566395825830814,148.36695652173913,0.2580294896030246,1.098241209829868,7.786086956521739,12.900869565217391,48.288695652173914,6.682430917874397,0.2895642512077295,4.147564400710496,154.27304347826086,0.26830094517958414,0.3763089005235602,5.839141020793952,0.5225520149224777,5.41709221610001,0.08507121181005939,3.6153846153846154,0.2781065088757396,1.1597633136094674,12.615384615384615,3253.230769230769,11300.307692307691,1499.639893162393,0.1642735042735043,1.6153846153846154,0.1242603550295858,0.21496265048201704,3.0558478623574854,0.017215340016917685,3.5465935642949384,0.034031413612565446,2389.775147928994,4.08738232666804,0.03371513276541841,2.806385435814515,0.026530428982710862,0.3503410646922274,0.7986215448792152,24.840253723535252,25.317977802344327,384.0,19.837961803881402,75.59797974644664,0.19686973892303813,382.0,1.088277488093743,0.9188832912014268,0.3296028842641414,38.59972877097786,0.7986215448792152,19.837961803881402,24.840253723535252,21.0,25.0,25.317977802344327,25.317977802344327,384.0,19.837961803881402,1.088277488093743,0.9188832912014268,75.59797974644664,0.19686973892303813,382.0
