index,NumPixels,ms
0,322,39.555651
1,252,29.377311
2,101,11.379639
3,77,11.163281
4,191,19.019401
5,166,12.871888
6,276,33.485495
7,134,15.059176
8,197,14.61030
9,219,18.901603
10,716,39.862717
11,242,15.653882
12,603,34.015309
13,334,19.29424
14,1058,62.936774
15,472,27.301009
16,336,18.970772
17,249,16.182447
18,674,31.163805
19,258,20.277081
20,1264,65.806719
21,489,26.966931
22,1127,73.839187
23,257,16.499095
24,549,26.695544
25,1011,39.941068
26,221,10.873554
27,238,10.652566
28,298,12.007885
29,161,6.729951
30,530,15.391654
31,1015,26.753614
32,720,20.575528
33,749,25.98354
34,530,21.248482
35,502,15.563042
36,405,14.694211
37,151,8.305066
38,358,12.533689
39,394,14.976928
40,158,11.705927
41,136,7.363205
42,969,31.893298
43,610,10.481266
44,289,4.723999
45,815,8.548745
46,416,6.885779
47,342,7.654272
48,500,9.826123
49,647,15.729171
50,164,6.388073
51,814,10.948934
52,337,8.124888
53,187,8.938972
54,551,11.090522
55,834,8.598804
56,419,6.114586
57,93,3.575658
58,512,7.871001
59,336,4.385661
60,93,3.209151
61,196,2.915975
62,282,7.475644
63,727,6.666032
64,326,7.063157
65,242,6.253654
66,455,9.06292
67,797,5.909499
68,503,6.536882
69,695,5.100445
70,608,4.074114
71,212,3.288911
72,284,2.921375
73,395,27.613736
74,468,3.247362
75,374,3.230971
76,366,4.296362
77,137,2.374619
78,582,6.952668
79,720,4.865626
80,700,5.574301
81,652,3.955185
82,520,3.204632
83,780,4.716198
84,388,3.031173
85,773,5.897178
86,866,6.677402
87,718,4.221412
88,864,6.910059
89,368,4.650079
90,551,5.797089
91,688,6.77763
92,700,7.057188
93,605,6.647732
94,705,9.235578
95,502,4.409451
96,587,5.457771
97,387,3.798866
98,497,5.918917
99,829,8.502395
100,698,7.270626
101,977,9.118638
102,227,3.684378
103,663,6.402094
104,274,4.276573
105,317,5.042755
106,162,4.117104
107,684,11.127512
108,238,5.408602
109,594,7.175457
110,448,6.574031
111,521,4.241303
112,267,2.124161
113,741,3.750606
114,902,4.370772
115,679,3.223352
116,296,2.372149
117,200,1.926422
118,247,2.513618
119,507,4.825618
120,538,4.949936
121,522,4.823438
122,530,4.57448
123,365,6.280075
124,577,20.44580
125,1038,12.587129
126,492,4.48287
127,301,6.853769
128,745,4.284222
129,616,3.160932
130,210,2.892104
131,123,4.014904
132,469,4.242112
133,526,4.137354
134,297,2.855075
135,595,3.408501
136,384,2.805186
137,1097,5.399162
138,394,4.006254
139,502,4.984447
140,356,3.399709
141,409,2.191191
142,556,3.285712
143,766,4.667649
144,112,2.068232
145,581,2.494508
146,243,1.878963
147,650,2.788425
148,687,2.802665
149,273,1.648915
150,558,2.727826
151,840,3.780077
152,584,3.020933
153,161,1.432897
154,475,2.638437
155,311,2.516458
156,744,3.147882
157,991,3.177102
158,194,1.514267
159,439,2.060612
160,137,1.285278
161,423,1.463508
162,490,2.870745
163,538,3.980565
164,244,1.953873
165,383,1.974753
166,768,2.003592
167,717,2.076393
168,220,1.476597
169,476,2.133782
170,333,1.471437
171,172,1.424018
172,109,1.299338
173,502,1.658305
174,716,1.705315
175,223,1.443357
176,463,2.418499
177,166,1.348228
178,79,1.392758
179,358,1.988172
180,930,1.913634
181,392,1.279638
182,131,1.172179
183,1266,2.271341
184,514,1.951354
185,467,1.595576
186,481,1.787644
187,388,2.591158
188,392,2.683306
189,221,3.096853
190,1386,3.161602
191,471,2.18667
192,340,1.905532
193,294,1.715585
194,230,1.282229
195,395,1.410927
196,304,1.567466
197,216,2.130232
198,464,1.622545
199,469,1.481356
200,519,1.616195
201,841,1.814524
202,1180,1.982853
203,138,1.292829
204,326,1.455067
205,177,1.332578
206,399,2.185351
207,429,1.410087
208,425,1.692896
209,599,1.794984
210,218,1.560416
211,492,1.577466
212,521,10.390198
213,64,1.206209
214,502,1.463718
215,381,1.415058
216,595,1.636445
217,949,2.282441
218,572,1.804884
219,520,1.515436
220,287,1.306729
221,378,1.409188
222,642,1.540187
223,458,1.478987
224,343,1.363298
225,884,1.857713
226,534,1.747604
227,514,1.749124
228,673,1.601636
229,409,1.724904
230,715,1.548038
231,753,2.186882
232,544,1.609016
233,968,3.472549
234,353,4.247102
235,436,2.994953
236,517,2.296079
237,447,1.924563
238,917,1.985902
239,636,1.736124
240,164,1.214399
241,342,1.377998
242,365,1.522108
243,1014,2.011082
244,535,1.695385
245,372,3.647278
246,135,2.062971
247,135,1.906593
248,234,2.429619
249,772,4.483901
250,254,3.154101
251,1065,6.239095
252,148,8.401075
253,315,2.886135
254,287,2.097152
255,400,3.675278
256,433,1.888783
257,448,2.826326
258,430,1.681746
259,404,1.626305
260,523,1.861304
261,375,1.839253
262,265,1.705984
263,657,1.764935
264,113,1.385778
265,272,1.568916
266,734,2.059792
267,328,1.591246
268,309,1.529387
269,316,2.383799
270,172,1.377558
271,333,1.585925
272,424,1.620326
273,343,1.539857
274,264,1.647687
275,221,1.939042
276,334,1.630216
277,240,1.536576
278,320,1.608956
279,733,1.858003
280,261,1.691935
281,348,1.622496
282,878,1.919282
283,593,1.638096
284,283,1.610646
285,460,1.518617
286,175,1.495407
287,507,1.748865
288,585,1.934923
289,401,1.712264
290,246,2.027483
291,441,1.587296
292,403,1.673825
293,634,1.714095
294,217,1.536957
295,169,1.474567
296,564,1.553136
297,261,2.045362
298,392,2.440738
299,608,2.921825
300,260,3.181672
301,278,3.127213
302,567,2.615157
303,207,1.709945
304,557,3.003224
305,340,2.848385
306,479,3.37939
307,360,3.938305
308,426,3.320501
309,566,2.590517
310,307,1.369758
311,234,1.642616
312,528,2.409689
313,382,2.090252
314,386,1.495087
315,253,1.466187
316,238,1.364648
317,320,1.779245
318,194,1.834655
319,264,1.821993
320,388,1.830094
321,245,13.110114
322,112,1.921193
323,331,1.392548
324,501,1.430038
325,441,1.471167
326,379,2.118911
327,127,1.440677
328,516,1.994382
329,315,2.641537
330,409,3.313481
331,137,2.894724
332,387,4.309392
333,207,2.27878
334,964,4.339642
335,468,1.551476
336,616,1.846474
337,226,1.202059
338,818,2.001972
339,542,2.32202
340,543,1.797964
