index,NumPixels,ms
0,370,38.644159
1,341,39.328483
2,229,21.323222
3,159,13.794408
4,142,12.49217
5,103,8.715993
6,168,18.924872
7,333,24.232865
8,337,25.662393
9,566,39.321642
10,379,23.464352
11,564,29.913996
12,549,40.413873
13,374,23.391792
14,835,75.620532
15,381,24.532543
16,546,30.620489
17,1671,78.672964
18,245,17.308627
19,209,17.840442
20,508,25.904561
21,333,21.050384
22,391,20.851495
23,411,19.992603
24,830,39.452311
25,245,13.43376
26,651,25.106058
27,338,11.138312
28,378,16.225996
29,493,15.925819
30,244,9.483656
31,412,11.114472
32,691,18.393538
33,379,12.34426
34,262,8.153098
35,84,4.897286
36,510,14.983167
37,688,16.995039
38,1551,35.256238
39,307,8.164568
40,382,12.704928
41,175,7.334055
42,439,13.774288
43,241,7.290876
44,438,7.430294
45,423,7.224285
46,1049,13.036954
47,401,9.136949
48,583,9.774294
49,748,14.903959
50,139,3.642078
51,985,9.004371
52,375,13.957097
53,783,8.868802
54,360,5.289654
55,160,4.367183
56,378,3.642889
57,452,3.420941
58,889,5.119244
59,889,5.69166
60,1076,7.971979
61,274,3.218222
62,365,7.98540
63,707,6.83327
64,399,3.37225
65,665,4.182403
66,317,3.054742
67,727,4.947137
68,356,3.754146
69,1030,7.052278
70,759,5.72008
71,597,4.056593
72,978,7.222426
73,249,2.730516
74,714,3.593737
75,113,2.840195
76,943,4.569589
77,478,16.321967
78,320,3.180322
79,1386,5.199014
80,322,2.942884
81,471,4.084924
82,881,3.738127
83,470,3.956576
84,339,2.809244
85,637,3.534869
86,1149,6.106366
87,852,3.33909
88,529,2.740535
89,491,3.182142
90,370,2.780005
91,715,3.610557
92,313,2.640117
93,1599,5.536972
94,598,3.675798
95,558,4.159353
96,1129,10.714555
97,544,6.581551
98,727,5.640091
99,441,4.124834
100,161,3.212741
101,329,8.088849
102,586,4.743538
103,463,4.214382
104,957,5.446433
105,464,4.848567
106,891,5.530701
107,680,4.65401
108,357,6.743571
109,1083,4.52969
110,466,4.236292
111,545,7.021248
112,598,4.289462
113,803,3.701277
114,682,3.565959
115,722,3.317721
116,378,2.175801
117,136,1.743614
118,482,3.201263
119,902,3.154812
120,297,2.24938
121,123,1.426097
122,848,3.567719
123,509,3.489208
124,546,15.097967
125,548,7.292906
126,107,11.11460
127,284,4.326422
128,1075,4.481121
129,345,2.620787
130,150,1.684556
131,434,2.24996
132,555,2.721816
133,456,2.379969
134,212,1.842804
135,486,2.590307
136,318,2.105402
137,817,3.149202
138,688,3.669497
139,110,1.526586
140,405,1.837324
141,386,2.25888
142,378,1.904874
143,790,2.882905
144,369,3.055643
145,199,3.165982
146,245,3.44506
147,242,4.117224
148,248,3.336391
149,93,2.959175
150,359,3.116392
151,187,2.651056
152,756,4.271942
153,259,3.858295
154,515,3.144752
155,522,3.308101
156,498,3.012634
157,472,3.248071
158,347,3.463539
159,725,4.045344
160,531,3.062222
161,359,2.941174
162,231,3.145302
163,320,4.226312
164,117,3.057893
165,399,3.138103
166,486,3.641428
167,398,3.709557
168,172,2.141801
169,601,2.115681
170,1344,2.585007
171,638,2.270901
172,224,1.551716
173,695,2.18369
174,292,2.923324
175,363,1.903224
176,1212,3.316251
177,419,2.009522
178,324,2.099921
179,891,12.712538
180,600,2.538818
181,222,2.335129
182,110,1.476626
183,286,2.136352
184,181,1.888044
185,299,14.050556
186,271,1.966593
187,511,2.511628
188,303,2.369989
189,180,2.129982
190,335,1.966223
191,484,2.410668
192,355,1.913353
193,589,1.764185
194,618,2.567867
195,285,2.532088
196,215,1.551606
197,213,1.822554
198,456,2.122651
199,342,2.065801
200,425,1.617625
201,232,1.910753
202,528,2.239649
203,270,1.705455
204,455,1.789855
205,168,1.845475
